Sample Location,Decision Unit,Sample Type,Sample Depth (feet bgs),Sample ID,Sample Date,Chemical,Concentration,Detection
East Parcel Soil Berms,DU-41,ISM,1-2 FR,DU-41 (1-2)C,44860,"1,2,3,4,7,8,9-HpCDF",34.4,NA
East Parcel Soil Berms,DU-41,ISM,1-2 FR,DU-41 (1-2)C,44860,OCDF,770,NA
East Parcel Soil Berms,DU-41,ISM,1-2 FR,DU-41 (1-2)C,44860,Total TCDD,23.9,NA
East Parcel Soil Berms,DU-41,ISM,1-2 FR,DU-41 (1-2)C,44860,Total PeCDD,164,NA
East Parcel Soil Berms,DU-41,ISM,1-2 FR,DU-41 (1-2)C,44860,Total HxCDD,1900,NA
East Parcel Soil Berms,DU-41,ISM,1-2 FR,DU-41 (1-2)C,44860,Total HpCDD,13100,NA
East Parcel Soil Berms,DU-41,ISM,1-2 FR,DU-41 (1-2)C,44860,Total TCDF,334,NA
East Parcel Soil Berms,DU-41,ISM,1-2 FR,DU-41 (1-2)C,44860,Total PeCDF,833,NA
East Parcel Soil Berms,DU-41,ISM,1-2 FR,DU-41 (1-2)C,44860,Total HxCDF,1350,NA
East Parcel Soil Berms,DU-41,ISM,1-2 FR,DU-41 (1-2)C,44860,Total HpCDF,1670,NA
East Parcel Soil Berms,DU-41,ISM,1-2 FR,DU-41 (1-2)C,44860,Total D/F TEQ (Mammal),241.82599999999996,J
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"2,3,7,8-TCDD",1.33,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"1,2,3,7,8-PeCDD",26.2,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"1,2,3,4,7,8-HxCDD",49.4,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"1,2,3,6,7,8-HxCDD",276,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"1,2,3,7,8,9-HxCDD",98.4,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"1,2,3,4,6,7,8-HpCDD",4960,J
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,OCDD,29300,J
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"2,3,7,8-TCDF",2.52,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"1,2,3,7,8-PeCDF",10.4,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"2,3,4,7,8-PeCDF",32.9,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"1,2,3,4,7,8-HxCDF",31.5,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"1,2,3,6,7,8-HxCDF",26.5,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"2,3,4,6,7,8-HxCDF",39.6,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"1,2,3,7,8,9-HxCDF",14.8,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"1,2,3,4,7,8-HpCDF",416,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,"1,2,3,4,7,8,9-HpCDF",24.5,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,OCDF,660,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,Total TCDD,12,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,Total PeCDD,100,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,Total HxCDD,1130,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,Total HpCDD,8280,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,Total TCDF,252,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,Total PeCDF,600,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,Total HxCDF,857,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,Total HpCDF,1180,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3)A,44862,Total D/F TEQ (Mammal),154.57700000000003,J
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"2,3,7,8-TCDD",1.11,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"1,2,3,7,8-PeCDD",16.8,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"1,2,3,4,7,8-HxCDD",32.1,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"1,2,3,6,7,8-HxCDD",187,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"1,2,3,7,8,9-HxCDD",68.4,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"1,2,3,4,6,7,8-HpCDD",3390,J
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,OCDD,21600,J
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"2,3,7,8-TCDF",1.8,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"1,2,3,7,8-PeCDF",7.44,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"2,3,4,7,8-PeCDF",22.2,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"1,2,3,4,7,8-HxCDF",26.7,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"1,2,3,6,7,8-HxCDF",19,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"2,3,4,6,7,8-HxCDF",26.9,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"1,2,3,7,8,9-HxCDF",12.1,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"1,2,3,4,7,8-HpCDF",305,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,"1,2,3,4,7,8,9-HpCDF",19.5,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,OCDF,598,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,Total TCDD,9.68,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,Total PeCDD,66.2,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,Total HxCDD,764,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,Total HpCDD,5720,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,Total TCDF,158,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,Total PeCDF,390,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,Total HxCDF,625,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,Total HpCDF,928,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)B,44862,Total D/F TEQ (Mammal),105.99759999999999,J
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"2,3,7,8-TCDD",1.23,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"1,2,3,7,8-PeCDD",22.6,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"1,2,3,4,7,8-HxCDD",42,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"1,2,3,6,7,8-HxCDD",235,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"1,2,3,7,8,9-HxCDD",85,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"1,2,3,4,6,7,8-HpCDD",4350,J
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,OCDD,27100,J
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"2,3,7,8-TCDF",2.57,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"1,2,3,7,8-PeCDF",9.55,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"2,3,4,7,8-PeCDF",26.9,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"1,2,3,4,7,8-HxCDF",32.1,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"1,2,3,6,7,8-HxCDF",21.7,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"2,3,4,6,7,8-HxCDF",34.3,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"1,2,3,7,8,9-HxCDF",14.3,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"1,2,3,4,7,8-HpCDF",375,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,"1,2,3,4,7,8,9-HpCDF",23.3,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,OCDF,563,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,Total TCDD,11.4,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,Total PeCDD,88.5,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,Total HxCDD,979,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,Total HpCDD,7330,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,Total TCDF,205,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,Total PeCDF,484,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,Total HxCDF,785,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,Total HpCDF,1050,NA
East Parcel Soil Berms,DU-41,ISM,2-3 FR,DU-41 (2-3)C,44862,Total D/F TEQ (Mammal),134.66539999999998,J
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"2,3,7,8-TCDD",2.526666666666667,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"1,2,3,7,8-PeCDD",37.96666666666667,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"1,2,3,4,7,8-HxCDD",67.03333333333333,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"1,2,3,6,7,8-HxCDD",359.3333333333333,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"1,2,3,7,8,9-HxCDD",146,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"1,2,3,4,6,7,8-HpCDD",7363.333333333333,J
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,OCDD,45133.333333333336,J
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"2,3,7,8-TCDF",4.13,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"1,2,3,7,8-PeCDF",15.299999999999999,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"2,3,4,7,8-PeCDF",39.8,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"1,2,3,4,7,8-HxCDF",52.06666666666666,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"1,2,3,6,7,8-HxCDF",34.26666666666667,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"2,3,4,6,7,8-HxCDF",55.199999999999996,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"1,2,3,7,8,9-HxCDF",21.900000000000002,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"1,2,3,4,7,8-HpCDF",587,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,"1,2,3,4,7,8,9-HpCDF",36.56666666666667,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,OCDF,845,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,Total TCDD,22.866666666666664,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,Total PeCDD,151,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,Total HxCDD,1760,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,Total HpCDD,13400,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,Total TCDF,197.66666666666666,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,Total PeCDF,664.3333333333334,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,Total HxCDF,1173.3333333333333,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,Total HpCDF,1666.6666666666667,NA
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1) M,--,Total D/F TEQ (Mammal),220.54783333333333,J
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"2,3,7,8-TCDD",2.16,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"1,2,3,7,8-PeCDD",38.300000000000004,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"1,2,3,4,7,8-HxCDD",67.43333333333332,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"1,2,3,6,7,8-HxCDD",373,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"1,2,3,7,8,9-HxCDD",150.66666666666666,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"1,2,3,4,6,7,8-HpCDD",7406.666666666667,J
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,OCDD,41666.666666666664,J
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"2,3,7,8-TCDF",3.643333333333333,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"1,2,3,7,8-PeCDF",14.633333333333333,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"2,3,4,7,8-PeCDF",48.03333333333333,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"1,2,3,4,7,8-HxCDF",50.26666666666667,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"1,2,3,6,7,8-HxCDF",36.50000000000001,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"2,3,4,6,7,8-HxCDF",55.76666666666667,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"1,2,3,7,8,9-HxCDF",21.2,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"1,2,3,4,7,8-HpCDF",608.6666666666666,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,"1,2,3,4,7,8,9-HpCDF",35.699999999999996,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,OCDF,855,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,Total TCDD,21.666666666666668,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,Total PeCDD,151,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,Total HxCDD,1753.3333333333333,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,Total HpCDD,12600,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,Total TCDF,375,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,Total PeCDF,878.3333333333334,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,Total HxCDF,1316.6666666666667,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,Total HpCDF,1660,NA
East Parcel Soil Berms,DU-41,ISM,1-2,DU-41 (1-2) M,--,Total D/F TEQ (Mammal),224.42350000000002,J
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"2,3,7,8-TCDD",1.2233333333333334,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"1,2,3,7,8-PeCDD",21.866666666666664,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"1,2,3,4,7,8-HxCDD",41.166666666666664,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"1,2,3,6,7,8-HxCDD",232.66666666666666,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"1,2,3,7,8,9-HxCDD",83.93333333333334,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"1,2,3,4,6,7,8-HpCDD",4233.333333333333,J
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,OCDD,26000,J
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"2,3,7,8-TCDF",2.296666666666667,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"1,2,3,7,8-PeCDF",9.13,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"2,3,4,7,8-PeCDF",27.333333333333332,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"1,2,3,4,7,8-HxCDF",30.100000000000005,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"1,2,3,6,7,8-HxCDF",22.400000000000002,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"2,3,4,6,7,8-HxCDF",33.6,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"1,2,3,7,8,9-HxCDF",13.733333333333334,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"1,2,3,4,7,8-HpCDF",365.3333333333333,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,"1,2,3,4,7,8,9-HpCDF",22.433333333333334,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,OCDF,607,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,Total TCDD,11.026666666666666,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,Total PeCDD,84.89999999999999,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,Total HxCDD,957.6666666666666,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,Total HpCDD,7110,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,Total TCDF,205,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,Total PeCDF,491.3333333333333,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,Total HxCDF,755.6666666666666,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,Total HpCDF,1052.6666666666667,NA
East Parcel Soil Berms,DU-41,ISM,2-3,DU-41 (2-3) M,--,Total D/F TEQ (Mammal),131.74666666666667,J
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Acenaphthene,14.1,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Acenaphthylene,33.9,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Anthracene,48.5,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Benz(a) anthracene,187,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Benzo(a) pyrene,308,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Benzo(b) fluoranthene,394,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Benzo(k) fluoranthene,122,J
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,"Benzo(g,h,i) perylene",232,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Chrysene,293,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,"Dibenz(a,h) anthracene",53.3,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Fluoranthene,373,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Fluorene,12,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,"Indeno(1,2,3-cd)pyrene",249,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,1-Methylnaphthalene,15.9,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,2-Methylnaphthalene,24.5,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Naphthalene,18.9,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Phenanthrene,185,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Pyrene,449,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Dibenzofuran,7.76,J
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Total HPAH,2660,J
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,Total LPAH,337,NA
West Parcel,DU-1,ISM,0-1,DU-1 (0-1),44762,cPAHs (BaP Eq.),446,J
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Acenaphthene,9.66,U
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Acenaphthylene,46.3,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Anthracene,49,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Benz(a) anthracene,164,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Benzo(a) pyrene,286,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Benzo(b) fluoranthene,342,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Benzo(k) fluoranthene,113,J
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,"Benzo(g,h,i) perylene",249,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Chrysene,266,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,"Dibenz(a,h) anthracene",35.8,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Fluoranthene,404,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Fluorene,12.9,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,"Indeno(1,2,3-cd)pyrene",261,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,1-Methylnaphthalene,28.4,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,2-Methylnaphthalene,32.9,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Naphthalene,43.2,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Phenanthrene,235,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Pyrene,502,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Dibenzofuran,10.2,NA
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Total HPAH,2620,J
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,Total LPAH,424,J
West Parcel,DU-1,ISM,1-2,DU-1 (1-2),44762,cPAHs (BaP Eq.),400,J
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Acenaphthene,8.52,J
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Acenaphthylene,35.2,NA
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Anthracene,40.9,NA
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Benz(a) anthracene,136,NA
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Benzo(a) pyrene,234,NA
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Benzo(b) fluoranthene,279,NA
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Benzo(k) fluoranthene,82,J
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,"Benzo(g,h,i) perylene",187,NA
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Chrysene,207,NA
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,"Dibenz(a,h) anthracene",31.1,NA
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Fluoranthene,331,NA
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Fluorene,9.12,J
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,"Indeno(1,2,3-cd)pyrene",202,NA
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,1-Methylnaphthalene,5.52,J
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,2-Methylnaphthalene,7.62,J
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Naphthalene,15.8,NA
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Phenanthrene,169,NA
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Pyrene,416,NA
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Dibenzofuran,4.8,U
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Total HPAH,2110,J
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,Total LPAH,286,J
West Parcel,DU-1,ISM,2-3,DU-1 (2-3),44762,cPAHs (BaP Eq.),328,J
West Parcel,DU-2,ISM,0-1,DU-2 (0-1),44774,Acenaphthene,10.4,NA
West Parcel,DU-2,ISM,0-1,DU-2 (0-1),44774,Acenaphthylene,5.05,U
West Parcel,DU-2,ISM,0-1,DU-2 (0-1),44774,Anthracene,14.2,NA
West Parcel,DU-2,ISM,0-1,DU-2 (0-1),44774,Benz(a) anthracene,78,NA
West Parcel,DU-2,ISM,0-1,DU-2 (0-1),44774,Benzo(a) pyrene,116,NA
West Parcel,DU-2,ISM,0-1,DU-2 (0-1),44774,Benzo(b) fluoranthene,143,NA
West Parcel,DU-2,ISM,0-1,DU-2 (0-1),44774,Benzo(k) fluoranthene,49.3,J
West Parcel,DU-2,ISM,0-1,DU-2 (0-1),44774,"Benzo(g,h,i) perylene",103,NA
