Sample Location,Decision Unit,Sample Type,Sample Depth (feet bgs),Sample ID,Sample Date,Chemical,Concentration,Detection
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,OCDD,2150,NA
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,"2,3,7,8-TCDF",2.03,NA
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,"1,2,3,7,8-PeCDF",3.04,NA
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,"2,3,4,7,8-PeCDF",2.42,J
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,"1,2,3,4,7,8-HxCDF",5.64,NA
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,"1,2,3,6,7,8-HxCDF",2.32,J
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,"2,3,4,6,7,8-HxCDF",0.839,U
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,"1,2,3,7,8,9-HxCDF",1.08,U
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,"1,2,3,4,7,8-HpCDF",48.1,NA
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,"1,2,3,4,7,8,9-HpCDF",1.16,U
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,OCDF,85.8,NA
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,Total TCDD,1.9,NA
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,Total PeCDD,6.89,NA
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,Total HxCDD,150,NA
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,Total HpCDD,534,NA
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,Total TCDF,16.5,JN
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,Total PeCDF,31.4,NA
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,Total HxCDF,59.9,NA
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,Total HpCDF,121,NA
Central Parcel,DU-11,ISM,0-1 FR,DU-11 (0-1)C,44783,Total D/F TEQ (Mammal),11.72069,J
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"2,3,7,8-TCDD",0.147,U
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"1,2,3,7,8-PeCDD",0.509,U
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"1,2,3,4,7,8-HxCDD",0.571,U
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"1,2,3,6,7,8-HxCDD",7.54,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"1,2,3,7,8,9-HxCDD",0.487,U
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"1,2,3,4,6,7,8-HpCDD",140,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,OCDD,1600,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"2,3,7,8-TCDF",1.96,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"1,2,3,7,8-PeCDF",3.02,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"2,3,4,7,8-PeCDF",2.45,J
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"1,2,3,4,7,8-HxCDF",6.3,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"1,2,3,6,7,8-HxCDF",0.672,U
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"2,3,4,6,7,8-HxCDF",0.979,U
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"1,2,3,7,8,9-HxCDF",1.28,U
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"1,2,3,4,7,8-HpCDF",36.1,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,"1,2,3,4,7,8,9-HpCDF",1.53,U
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,OCDF,79.1,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,Total TCDD,1.68,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,Total PeCDD,2.38,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,Total HxCDD,55.7,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,Total HpCDD,399,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,Total TCDF,12,JN
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,Total PeCDF,22.2,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,Total HxCDF,40.6,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,Total HpCDF,101,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2)A,44783,Total D/F TEQ (Mammal),5.205429999999999,J
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"2,3,7,8-TCDD",0.189,U
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"1,2,3,7,8-PeCDD",0.508,U
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"1,2,3,4,7,8-HxCDD",0.651,U
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"1,2,3,6,7,8-HxCDD",5.3,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"1,2,3,7,8,9-HxCDD",1.64,J
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"1,2,3,4,6,7,8-HpCDD",111,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,OCDD,987,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"2,3,7,8-TCDF",1.62,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"1,2,3,7,8-PeCDF",2.63,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"2,3,4,7,8-PeCDF",2.01,J
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"1,2,3,4,7,8-HxCDF",5.89,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"1,2,3,6,7,8-HxCDF",2.12,J
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"2,3,4,6,7,8-HxCDF",1.37,J
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"1,2,3,7,8,9-HxCDF",0.412,U
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"1,2,3,4,7,8-HpCDF",33,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,"1,2,3,4,7,8,9-HpCDF",2.07,J
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,OCDF,74,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,Total TCDD,1.2,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,Total PeCDD,0.508,U
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,Total HxCDD,38.4,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,Total HpCDD,219,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,Total TCDF,9.99,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,Total PeCDF,21.6,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,Total HxCDF,36.7,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,Total HpCDF,91.6,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)B,44783,Total D/F TEQ (Mammal),4.656699999999999,J
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"2,3,7,8-TCDD",0.172,U
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"1,2,3,7,8-PeCDD",0.856,U
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"1,2,3,4,7,8-HxCDD",1.11,U
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"1,2,3,6,7,8-HxCDD",5.78,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"1,2,3,7,8,9-HxCDD",0.882,U
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"1,2,3,4,6,7,8-HpCDD",106,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,OCDD,941,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"2,3,7,8-TCDF",1.25,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"1,2,3,7,8-PeCDF",2.47,J
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"2,3,4,7,8-PeCDF",2.32,J
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"1,2,3,4,7,8-HxCDF",5.05,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"1,2,3,6,7,8-HxCDF",0.511,U
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"2,3,4,6,7,8-HxCDF",0.715,U
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"1,2,3,7,8,9-HxCDF",1.01,U
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"1,2,3,4,7,8-HpCDF",29.1,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,"1,2,3,4,7,8,9-HpCDF",1.34,U
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,OCDF,53.3,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,Total TCDD,1.34,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,Total PeCDD,0.856,U
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,Total HxCDD,41.4,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,Total HpCDD,207,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,Total TCDF,8.29,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,Total PeCDF,21.5,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,Total HxCDF,35.3,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,Total HpCDF,71.7,NA
Central Parcel,DU-11,ISM,1-2 FR,DU-11 (1-2)C,44783,Total D/F TEQ (Mammal),4.35949,J
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"2,3,7,8-TCDD",0.249,U
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"1,2,3,7,8-PeCDD",0.727,U
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"1,2,3,4,7,8-HxCDD",0.978,U
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"1,2,3,6,7,8-HxCDD",4.94,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"1,2,3,7,8,9-HxCDD",0.796,U
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"1,2,3,4,6,7,8-HpCDD",99.3,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,OCDD,894,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"2,3,7,8-TCDF",1.48,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"1,2,3,7,8-PeCDF",2.93,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"2,3,4,7,8-PeCDF",1.76,J
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"1,2,3,4,7,8-HxCDF",5.9,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"1,2,3,6,7,8-HxCDF",2.18,J
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"2,3,4,6,7,8-HxCDF",0.616,U
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"1,2,3,7,8,9-HxCDF",0.806,U
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"1,2,3,4,7,8-HpCDF",29.1,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,"1,2,3,4,7,8,9-HpCDF",1.33,U
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,OCDF,59.7,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,Total TCDD,1.56,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,Total PeCDD,0.727,U
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,Total HxCDD,39.9,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,Total HpCDD,204,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,Total TCDF,9.83,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,Total PeCDF,18.8,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,Total HxCDF,34.1,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,Total HpCDF,78,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3)A,44783,Total D/F TEQ (Mammal),4.2904599999999995,J
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"2,3,7,8-TCDD",0.238,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"1,2,3,7,8-PeCDD",0.602,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"1,2,3,4,7,8-HxCDD",0.919,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"1,2,3,6,7,8-HxCDD",5.67,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"1,2,3,7,8,9-HxCDD",0.717,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"1,2,3,4,6,7,8-HpCDD",162,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,OCDD,1830,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"2,3,7,8-TCDF",2.17,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"1,2,3,7,8-PeCDF",3.8,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"2,3,4,7,8-PeCDF",2.39,J
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"1,2,3,4,7,8-HxCDF",7.6,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"1,2,3,6,7,8-HxCDF",2.89,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"2,3,4,6,7,8-HxCDF",0.768,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"1,2,3,7,8,9-HxCDF",0.91,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"1,2,3,4,7,8-HpCDF",43.2,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,"1,2,3,4,7,8,9-HpCDF",1.79,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,OCDF,108,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,Total TCDD,1.19,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,Total PeCDD,0.602,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,Total HxCDD,55.7,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,Total HpCDD,453,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,Total TCDF,12.4,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,Total PeCDF,23.6,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,Total HxCDF,47.4,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,Total HpCDF,124,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)B,44783,Total D/F TEQ (Mammal),5.89205,J
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"2,3,7,8-TCDD",0.187,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"1,2,3,7,8-PeCDD",0.679,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"1,2,3,4,7,8-HxCDD",0.872,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"1,2,3,6,7,8-HxCDD",5.07,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"1,2,3,7,8,9-HxCDD",0.746,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"1,2,3,4,6,7,8-HpCDD",107,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,OCDD,898,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"2,3,7,8-TCDF",1.63,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"1,2,3,7,8-PeCDF",2.86,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"2,3,4,7,8-PeCDF",1.98,J
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"1,2,3,4,7,8-HxCDF",6.12,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"1,2,3,6,7,8-HxCDF",0.814,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"2,3,4,6,7,8-HxCDF",1.15,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"1,2,3,7,8,9-HxCDF",1.44,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"1,2,3,4,7,8-HpCDF",32.5,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,"1,2,3,4,7,8,9-HpCDF",1.48,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,OCDF,60.1,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,Total TCDD,1.27,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,Total PeCDD,0.679,U
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,Total HxCDD,43.1,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,Total HpCDD,211,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,Total TCDF,11,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,Total PeCDF,21,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,Total HxCDF,35.9,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,Total HpCDF,79.5,NA
Central Parcel,DU-11,ISM,2-3 FR,DU-11 (2-3)C,44783,Total D/F TEQ (Mammal),4.33573,J
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"2,3,7,8-TCDD",0.233,U
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"1,2,3,7,8-PeCDD",1.9623333333333335,J
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"1,2,3,4,7,8-HxCDD",0.824,U
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"1,2,3,6,7,8-HxCDD",15.533333333333333,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"1,2,3,7,8,9-HxCDD",7.150000000000001,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"1,2,3,4,6,7,8-HpCDD",213,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,OCDD,1583.3333333333333,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"2,3,7,8-TCDF",1.8966666666666665,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"1,2,3,7,8-PeCDF",3.0533333333333332,J
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"2,3,4,7,8-PeCDF",2.69,J
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"1,2,3,4,7,8-HxCDF",6.396666666666667,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"1,2,3,6,7,8-HxCDF",3.0366666666666666,J
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"2,3,4,6,7,8-HxCDF",1.6996666666666667,J
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"1,2,3,7,8,9-HxCDF",1.19,U
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"1,2,3,4,7,8-HpCDF",45.73333333333333,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,"1,2,3,4,7,8,9-HpCDF",2.1933333333333334,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,OCDF,76.83333333333333,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,Total TCDD,2.19,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,Total PeCDD,8.863333333333333,J
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,Total HxCDD,121.56666666666666,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,Total HpCDD,407,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,Total TCDF,17.066666666666666,JN
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,Total PeCDF,29.899999999999995,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,Total HxCDF,57.56666666666667,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,Total HpCDF,114,NA
Central Parcel,DU-11,ISM,0-1,DU-11 (0-1) M,--,Total D/F TEQ (Mammal),9.672783333333333,J
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"2,3,7,8-TCDD",0.189,U
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"1,2,3,7,8-PeCDD",0.856,U
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"1,2,3,4,7,8-HxCDD",1.11,U
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"1,2,3,6,7,8-HxCDD",6.206666666666667,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"1,2,3,7,8,9-HxCDD",1.003,J
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"1,2,3,4,6,7,8-HpCDD",119,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,OCDD,1176,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"2,3,7,8-TCDF",1.61,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"1,2,3,7,8-PeCDF",2.706666666666667,J
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"2,3,4,7,8-PeCDF",2.26,J
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"1,2,3,4,7,8-HxCDF",5.746666666666666,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"1,2,3,6,7,8-HxCDF",1.1010000000000002,J
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"2,3,4,6,7,8-HxCDF",1.0213333333333334,J
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"1,2,3,7,8,9-HxCDF",1.28,U
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"1,2,3,4,7,8-HpCDF",32.73333333333333,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,"1,2,3,4,7,8,9-HpCDF",1.6466666666666665,J
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,OCDF,68.8,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,Total TCDD,1.4066666666666665,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,Total PeCDD,1.248,J
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,Total HxCDD,45.166666666666664,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,Total HpCDD,275,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,Total TCDF,10.093333333333334,J
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,Total PeCDF,21.766666666666666,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,Total HxCDF,37.53333333333334,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,Total HpCDF,88.10000000000001,NA
Central Parcel,DU-11,ISM,1-2,DU-11 (1-2) M,--,Total D/F TEQ (Mammal),4.740539999999999,J
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,"2,3,7,8-TCDD",0.249,U
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,"1,2,3,7,8-PeCDD",0.727,U
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,"1,2,3,4,7,8-HxCDD",0.978,U
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,"1,2,3,6,7,8-HxCDD",5.226666666666667,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,"1,2,3,7,8,9-HxCDD",0.796,U
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,"1,2,3,4,6,7,8-HpCDD",122.76666666666667,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,OCDD,1207.3333333333333,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,"2,3,7,8-TCDF",1.7599999999999998,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,"1,2,3,7,8-PeCDF",3.1966666666666668,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,"2,3,4,7,8-PeCDF",2.0433333333333334,J
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,"1,2,3,4,7,8-HxCDF",6.54,NA
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,"1,2,3,6,7,8-HxCDF",1.9613333333333334,J
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,"2,3,4,6,7,8-HxCDF",1.15,U
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,"1,2,3,7,8,9-HxCDF",1.44,U
Central Parcel,DU-11,ISM,2-3,DU-11 (2-3) M,--,"1,2,3,4,7,8-HpCDF",34.93333333333334,NA
